Machine_ID,Temperature,Run_Time,Downtime_Flag
M_052,92.5288655605501,1398.517692357396,0
M_093,67.10472088252581,4711.935095511166,0
M_015,84.87733884942581,4366.683308619239,0
M_072,73.12439368966398,808.821056760548,0
M_061,115.35842766319122,3931.3797837854727,1
M_021,50.52740541938523,2872.936911588833,0
M_083,65.77329583987698,2832.876810857093,0
M_087,75.57497737718404,1955.2138152908722,0
M_075,84.14668605661166,2505.7649959100486,0
M_075,109.55722624853024,1985.8938871460552,0
M_088,56.152133717810074,2698.6630937997143,0
M_024,106.41054207188003,3139.750263863179,1
M_003,53.89574425498827,3371.519032045242,0
M_022,108.96198247087271,2662.405962797131,0
M_053,53.6144834512159,3607.1103366436587,0
M_002,51.27697369998528,706.390246377529,0
M_088,98.78730236564951,1059.9124545111927,0
M_030,119.8078874337876,4093.6750203713505,1
M_038,112.76271840818146,1612.6398892320758,0
M_002,90.3198892463962,114.46912488060124,0
M_064,114.21769291598721,768.9557483401554,0
M_060,50.37100044783238,1118.0721724815562,0
M_021,118.25470140615998,4786.614439472936,1
M_033,84.35241454811492,2865.2071446542463,0
M_076,100.60272676352429,4663.653702381274,1
M_058,107.46030312073468,2875.8167524831247,0
M_022,100.29200895855875,2396.772200689259,0
M_089,87.45257124314374,1568.6384559704802,0
M_049,83.36336388884884,3031.8547221668778,0
M_091,108.70077910918374,695.9901230876492,0
M_059,64.35542921046213,4491.30813646353,0
M_042,117.7595846552964,4146.662025706419,1
M_092,99.76667351857239,1587.6572393836852,0
M_060,63.96548491368238,4763.987638006472,0
M_080,101.53730285889418,4126.003837077841,1
M_015,87.08880162267818,3331.5344291751985,0
M_062,99.50610669511111,608.8095556263739,0
M_062,103.74456510099871,2391.170115240361,0
M_047,56.110312571277284,2530.537774233754,0
M_062,85.42727694515429,1162.7567918269006,0
M_051,115.24100395798538,399.8269717965097,0
M_055,72.444953451166,3883.6181523584632,0
M_064,91.57181682905292,610.1752606219751,0
M_003,75.84613370569272,2971.4537528088736,0
M_051,81.79875805533698,4682.245869418302,0
M_007,88.40221825567073,4380.525962990213,0
M_021,88.4245385922284,1388.7631187463057,0
M_073,64.12113236311652,4257.243187756327,0
M_039,97.92000835158834,1.662530602447032,0
M_018,56.15076778698598,88.4390480662861,0
M_004,59.717734140941424,3012.765819214325,0
M_089,50.189762959003076,1823.9910957226473,0
M_060,58.16872448991769,1932.3042057957357,0
M_014,83.12163407363246,2822.2054533944124,0
M_009,92.4271316739087,958.9122779593029,0
M_090,105.60026149765237,1058.7767533273918,0
M_053,57.46894750794053,2423.0079350943233,0
M_002,109.55092220115182,3771.2677217193154,1
M_084,102.21821678841027,3097.4887570379383,1
M_092,78.59628050551419,1486.7752411841946,0
M_060,115.30566469699683,2151.685887544606,0
M_071,119.36506335201734,853.3237927499921,0
M_044,64.3501267037266,373.14907168540856,0
M_008,76.54600094746603,3913.480203720746,0
M_047,114.85145965127978,1326.937045940973,0
M_035,100.5117585525894,888.8319392562411,0
M_078,53.36662507748614,3458.0902778465966,0
M_081,104.70601372259904,3090.25837143593,1
M_036,107.95586210242443,3165.9481300673206,1
M_050,102.53513473357194,1144.4730242330681,0
M_004,105.96759916436609,1163.227692813405,0
M_002,107.7592873684958,1104.0131489281957,0
M_006,63.04834907517009,868.7629783114726,0
M_054,66.49842222454998,3278.6183628082817,0
M_004,94.3630994604124,4240.079426247007,0
M_054,113.55062913237612,3621.587348383306,1
M_093,72.13376076075463,3960.468168802716,0
M_063,91.18146730565397,2023.992145425999,0
M_018,97.80874443919927,3270.3789768599904,0
M_090,81.63640209093275,1771.1812022238726,0
M_044,99.96477183987281,2627.5231098432,0
M_034,112.97672117045212,2408.1742326743115,0
M_074,93.68710809272864,884.435725719272,0
M_062,87.78467433402432,1935.3938016781542,0
M_014,80.71212727718373,4819.111377411755,0
M_095,90.4240389634288,1242.9012885747104,0
M_048,74.8753716272877,669.0186813974436,0
M_015,77.40374771410514,2092.9031081196763,0
M_072,87.23002357817218,3951.6886793007407,0
M_078,54.663337867357185,2910.7411488998614,0
M_087,66.03177736473575,3404.8741361912225,0
M_062,87.99945174293862,948.474240873386,0
M_040,80.20697001955098,3094.7409650386076,0
M_085,73.2971050138739,1617.5019745573688,0
M_080,101.13843957665111,4171.516829773837,1
M_082,98.56023251823369,3146.494030053681,0
M_053,61.67115319953682,994.2813888764796,0
M_024,111.50403807614067,323.08339922043075,0
M_026,84.6796538482776,213.16604643516368,0
M_089,101.90226377973318,1857.0428382507037,0
M_060,90.12055944801722,1329.2556832715675,0
M_041,119.83848311466903,3230.45061731254,1
M_029,102.6682184027176,2496.669174893091,0
M_015,99.48863228704212,1330.0963900269037,0
M_045,104.50003573355258,746.1888897508805,0
M_065,60.018958988392875,635.9988134372479,0
M_089,64.31812152186242,4323.301960702089,0
M_071,99.984485755653,1217.3898420243363,0
M_009,84.57870409916038,3258.5532395548416,0
M_088,102.82447043020815,4053.429639931331,1
M_001,57.20412215209015,3070.4065559236806,0
M_008,87.55369460392163,4297.826158234729,0
M_088,76.5175095889841,1961.9686076423725,0
M_063,81.99001534971748,4781.110953244742,0
M_011,92.27705104507586,665.7250208904846,0
M_081,85.16018432237712,510.7476482876905,0
M_008,87.79024459789858,3293.4607310372176,0
M_035,84.04502373969254,4714.155707066308,0
M_035,78.62686239598452,4044.4173081816402,0
M_033,104.03173864187715,382.0842971902572,0
M_005,50.854215062263115,1396.8385696735818,0
M_041,91.89098908436588,4651.594424189118,0
M_028,89.58558431260818,1265.2921640039228,0
M_007,100.13253523130666,3905.852118934596,1
M_073,91.93205553441285,4125.660979643519,0
M_072,107.87591794663548,2477.2605173049087,0
M_012,117.13523561948195,1931.7445492415775,0
M_034,73.97669800249804,2250.622162098798,0
M_033,65.91456881209909,1134.8234718268207,0
M_048,79.6517803694338,4446.954580644221,0
M_023,70.15507315330083,2253.0982836487897,0
M_062,93.04651842068581,4412.297202280499,0
M_088,113.82966861900752,528.4673995313705,0
M_037,59.73813359001433,4941.376355000657,0
M_099,57.05562221111205,2216.3654372180913,0
M_044,67.92108722975635,239.15410197052734,0
M_086,100.82669102436805,190.10924118727456,0
M_091,91.50740336811751,3731.036287409193,0
M_035,57.154886495763975,3295.177671018404,0
M_065,114.31253655825225,4010.6527906379374,1
M_099,105.30592459868606,526.8376697640298,0
M_047,51.61158233513463,177.85433517774175,0
M_078,95.59570476917723,2542.8964472378925,0
M_003,103.98726679638166,1937.9761574138477,0
M_001,76.21047588042954,2309.734683354779,0
M_005,54.82450775570531,4957.94204435137,0
M_090,55.412474584215104,4853.749788353351,0
M_014,57.297287623626666,4711.576948365964,0
M_027,108.8307742386296,3919.2133838383693,1
M_009,113.74803387789991,1774.206801284452,0
M_079,58.596754729201365,2060.654651313858,0
M_015,66.51342242165569,2748.0802185946222,0
M_090,61.58643572571028,4152.672282024199,0
M_042,63.04246156458845,343.5641625913388,0
M_077,108.62435523017444,2121.484429424441,0
M_051,73.25024888584572,413.0883172963434,0
M_063,71.80109848319489,2573.287932867558,0
M_096,65.91769346139789,4494.504120031177,0
M_052,92.55260756559811,3912.42462281969,0
M_096,76.55139888698842,1139.2120877155498,0
M_004,102.09747562903021,4879.954247993962,1
M_094,64.39058658629463,3336.751990232142,0
M_023,105.14529221001447,52.13849698701534,0
M_015,92.26050722110972,1277.0674234260975,0
M_043,57.998711003898144,1303.5664995995828,0
M_029,79.01532089425393,346.27153142929967,0
M_036,110.44626984290699,4799.132590379645,1
M_013,114.60721622589394,2391.2764728796187,0
M_032,82.59900856231693,4479.07298685941,0
M_071,83.65858846623516,1611.0775172231417,0
M_059,114.29183074575108,626.1678521641356,0
M_086,91.0947756895597,2371.6805495310696,0
